stock_code,stock_name,industry,end_date,roe,netprofit_yoy,grossprofit_margin,debt_to_assets,current_ratio,operating_cashflow,ocf_to_revenue,ocf_to_profit,net_profit,revenue,eps,bps,roa,netprofit_margin,quick_ratio,assets_turn,total_assets,total_equity
300543.SZ,朗科智能,SW1电子,20250930,2.323,42.1,17.2833,29.0748,2.1133,113095460.45,9.4893,3.5123,32199694.89,1191825746.34,0.1039,4.7864,1.5499,2.7017,1.5407,0.5737,2077514676.17,1473481927.02
000663.SZ,永安林业,SW1轻工制造,20250930,-1.9585,-144.52,10.2124,29.8014,1.7633,-11900773.7,-5.5082,0.5926,-20083633.51,216054635.02,-0.06,2.9749,-1.3662,-9.2956,0.7317,0.147,1470035846.75,1031945102.2
002183.SZ,怡 亚 通,SW1交通运输,20250930,0.3807,-64.08,4.1921,80.4851,1.0754,509658715.0,0.9752,40.0026,12740625.0,52263295974.0,0.01,3.5644,0.0236,0.0244,0.9101,0.9672,54035690724.0,10545006447.0
002598.SZ,山东章鼓,SW1机械设备,20250930,4.7996,-31.96,27.0094,56.587,1.6018,126716659.84,8.6866,1.9115,66292858.58,1458761736.57,0.1986,3.9317,2.0894,4.5445,1.289,0.4598,3172844619.31,1377426511.23
002829.SZ,星网宇达,SW1国防军工,20250930,2.246,-513.55,19.4833,26.5579,2.82,-114571800.24,-43.0025,-3.3949,33748146.14,266430582.5,0.18,8.2702,1.3517,12.6668,1.8608,0.1067,2496801147.88,1833703645.77
002570.SZ,贝因美,SW1食品饮料,20250930,6.4706,90.8,45.0386,55.9409,1.1011,102843471.37,5.0596,0.9006,114189094.68,2032631799.37,0.1,1.5926,2.827,5.6178,0.9218,0.5032,4039237281.45,1779652579.26
300747.SZ,锐科激光,SW1电子,20250930,3.7017,-37.42,19.6939,35.6545,2.2547,461236920.65,18.4077,3.5732,129081619.12,2505678215.77,0.219,5.9744,2.3901,5.1516,1.7235,0.464,5400614972.04,3475050059.64
300733.SZ,西菱动力,SW1汽车,20250930,4.5437,-150.02,17.1217,47.4511,1.2465,4796258.97,0.3544,0.0539,89007188.12,1353343491.49,0.2479,5.5931,2.6911,6.5768,0.8301,0.4092,3307477051.12,1738041227.38
300328.SZ,宜安科技,SW1有色金属,20250930,0.0314,11.48,13.3928,58.5195,0.9915,-47686835.0,-4.0972,3.6849,-12941316.06,1163893458.88,0.0005,1.5863,-0.445,-1.1119,0.692,0.4002,2908466631.03,1206446235.3
000008.SZ,神州高铁,SW1机械设备,20250930,-2.926,-30.74,27.1665,66.8569,0.8939,-40292622.49,-3.5454,0.4542,-88707088.78,1136467839.1,-0.0321,1.0791,-0.9737,-7.8055,0.7088,0.1247,9110247697.14,3019419816.02
300645.SZ,正元智慧,SW1计算机,20250930,0.6269,-45.9,44.8608,55.422,1.4503,-76249134.86,-9.9279,-6.6177,11522019.09,768028601.08,0.05,7.2718,0.3792,1.5002,1.0052,0.2528,3038155068.8,1354348693.33
002472.SZ,双环传动,SW1汽车,20250930,9.7459,26.7,26.9838,44.9166,1.1365,1297894691.04,20.0714,1.3627,952420557.88,6466372998.15,1.06,11.3289,5.1935,14.7288,0.8559,0.3526,18338860578.92,10101671101.76
000565.SZ,渝三峡Ａ,SW1化工,20250930,1.3259,-112.54,25.6415,22.5309,3.0195,-37754428.95,-13.1571,-2.3868,15818154.07,286951312.31,0.04,2.8754,0.96,5.5125,2.5018,0.1741,1647798152.45,1276534400.41
002069.SZ,獐子岛,SW1农林牧渔,20250930,-92.7446,-255.89,14.8151,97.5641,0.8232,63749734.78,5.8856,-1.5911,-40065576.58,1083153298.56,-0.0455,0.0255,-1.8259,-3.699,0.4415,0.4936,2194342830.74,53451410.32
001391.SZ,国货航,,20250930,7.2427,,16.12,10.1875,3.1693,2893041216.0,17.3903,1.5759,1835830289.0,16635959664.0,0.15,2.1373,6.3172,11.0353,3.1642,0.5724,29060983961.0,26100384105.0
300631.SZ,久吾高科,SW1公用事业,20250930,3.7977,16.94,45.2325,34.1108,2.2072,76906632.5,20.571,1.5849,48524793.23,373858821.52,0.3956,10.4806,2.4391,12.9794,1.793,0.1879,1989423169.62,1310814814.24
002406.SZ,远东传动,SW1汽车,20250930,2.3724,25.59,25.9025,17.1185,4.297,49677123.23,4.6132,0.502,98967799.42,1076835866.11,0.13,5.4942,2.0261,9.1906,3.4701,0.2205,4884663689.85,4048481653.2
001379.SZ,腾达科技,,20250930,4.2632,,8.8649,42.1584,2.0382,83403268.44,5.4158,1.3172,63317805.55,1540010808.25,0.3161,7.5283,2.4002,4.1115,1.3674,0.5838,2638035525.88,1525881506.42
301059.SZ,金三江,,20250930,8.8705,52.54,39.5549,26.2798,2.7985,74150223.22,22.9966,1.3924,53253719.67,322439615.34,0.23,2.643,6.426,16.5159,2.3232,0.3891,828720529.65,610934713.2
002081.SZ,金 螳 螂,SW1建筑装饰,20250930,2.7917,-45.79,12.6398,58.2379,1.5296,-619344845.67,-4.6654,-1.5699,394499990.69,13275327732.65,0.1437,5.1705,1.1654,2.9717,1.4549,0.3922,33849931421.7,14136439432.39
002563.SZ,森马服饰,SW1纺织服装,20250930,4.6105,1.31,45.124,36.9376,2.0973,-485427772.61,-4.9311,-0.9165,529633933.79,9844141112.87,0.2,4.2526,2.9173,5.3802,1.4453,0.5422,18155188100.11,11449100492.72
002517.SZ,恺英网络,SW1传媒,20250930,18.8919,2.97,83.0445,22.4342,2.8661,1317139633.09,32.3222,0.8319,1583318071.24,4075034147.51,0.74,4.7815,12.0237,38.8541,2.8496,0.3095,13168354491.03,10214133621.0
002178.SZ,延华智能,SW1建筑装饰,20250930,1.6636,-197.71,23.0298,59.9979,1.1674,-33648927.89,-11.0681,-5.0207,6702100.44,304018453.2,0.0101,0.6123,0.4891,2.2045,1.1089,0.2219,1370349034.52,548168074.29
000848.SZ,承德露露,SW1食品饮料,20250930,11.0288,4.39,45.62,25.4398,5.4138,237166894.5,12.1256,0.6183,383602023.57,1955912695.04,0.37,3.3419,8.1312,19.6124,5.1659,0.4146,4717671367.06,3517503802.35
300720.SZ,海川智能,SW1机械设备,20250930,4.7063,33.39,51.4136,8.6035,9.5911,22970455.26,14.178,0.8409,27317923.99,162015314.68,0.1417,3.0046,4.2524,16.8613,7.7321,0.2522,642409983.3,587140368.49
002190.SZ,成飞集成,SW1国防军工,20250930,-0.8751,-115.86,6.7514,31.6216,1.0806,95996469.34,6.4324,-7.3242,-13106752.92,1492384376.5,-0.0962,14.6108,-0.1616,-0.8782,0.7713,0.184,8112859916.93,5547443228.49
000400.SZ,许继电气,SW1电气设备,20250930,7.7913,8.95,23.8815,50.4729,1.6792,1914872417.28,20.2557,1.9178,998494590.09,9453514648.58,0.8908,11.6276,3.7962,10.5622,1.4122,0.3594,26302251745.83,13026738387.46
000959.SZ,首钢股份,SW1钢铁,20250930,1.9061,-21.05,5.2546,57.2193,0.5635,5460488624.26,7.0701,5.2919,1031852665.0,77233586416.18,0.1229,6.5019,0.7967,1.336,0.3901,0.5964,129508399097.6,55404607878.29
001268.SZ,联合精密,,20250930,5.8313,15.52,22.2914,33.0744,1.5573,88811206.56,14.8673,1.4916,59541611.24,597357743.7,0.55,9.5123,3.8813,9.9675,1.3317,0.3894,1534078855.95,1026691946.42
301148.SZ,嘉戎技术,,20250930,3.3658,-17.25,41.1796,20.1787,5.6719,57006336.7,15.7277,0.9417,60537153.82,362457693.69,0.51,15.2268,2.7195,16.7019,5.0573,0.1628,2226038488.55,1776852671.1
002938.SZ,鹏鼎控股,SW1电子,20250930,7.4335,10.11,20.6375,31.4232,1.6949,4258554224.58,15.8573,1.7796,2392939388.84,26855433185.29,1.04,14.0919,4.9931,8.9104,1.3562,0.5604,47925202007.71,32865563333.02
002489.SZ,浙江永强,SW1轻工制造,20250930,15.4599,1206.3,21.0985,36.4222,1.8995,927458053.03,26.6958,1.3555,684221324.81,3474176812.46,0.31,2.1618,9.2683,19.6945,1.3887,0.4706,7382372052.47,4693546053.08
002092.SZ,中泰化学,SW1化工,20250930,-0.8265,-59.72,19.5495,64.7117,0.5042,1393589180.45,6.5594,-5.5052,-253138793.74,21245520041.34,-0.0696,8.334,-0.3233,-1.1915,0.4153,0.2713,78309580150.14,27634113592.85
000576.SZ,甘化科工,SW1国防军工,20250930,4.7511,-107.07,45.5258,24.3043,3.3997,11398217.48,3.1561,0.1434,79505224.67,361143878.08,0.18,3.7839,3.5168,22.0148,2.5537,0.1597,2260702167.25,1711253616.13
002461.SZ,珠江啤酒,SW1食品饮料,20250930,8.7464,29.1,51.5084,32.4611,2.08,1290853043.93,25.4455,1.3501,956101465.11,5073011739.25,0.4265,5.005,5.7963,18.8468,1.9529,0.3076,16494906275.49,11140481444.57
300656.SZ,民德电子,SW1电子,20250930,-1.1208,-887.36,36.9295,53.9858,0.7479,-9408760.3,-4.1965,0.1293,-72742248.4,224203220.74,-0.0658,5.7248,-3.0717,-32.4448,0.5259,0.0947,2368152002.34,1089687205.05
300622.SZ,博士眼镜,SW1商业贸易,20250930,10.9196,-23.1,53.7575,35.3025,2.5686,277804352.93,25.7108,3.0333,91583986.58,1080496122.69,0.39,3.7219,6.8824,8.4761,1.9401,0.812,1330705246.5,860933211.99
001382.SZ,新亚电缆,,20250930,5.4995,,9.2025,16.0023,5.7959,-372406185.92,-16.4983,-4.825,77182257.66,2257242644.69,0.2,3.8619,4.0747,3.4193,4.6818,1.1917,1894205668.37,1591088797.85
300239.SZ,东宝生物,SW1医药生物,20250930,2.8031,-28.35,24.5251,32.4961,4.9029,61417693.72,11.5274,1.2677,48447635.5,532797977.19,0.0827,2.8507,1.9045,9.0931,3.1226,0.2094,2543840091.48,1717190555.05
002415.SZ,海康威视,SW1电子,20250930,11.7175,-13.29,45.3662,33.7985,2.4265,13697028509.05,20.8295,1.3358,10253767346.11,65757782457.01,1.014,8.5538,7.8958,15.5932,1.9329,0.5064,129863372985.51,85971502691.23
002296.SZ,辉煌科技,SW1计算机,20250930,6.8943,66.71,54.3897,24.3279,2.7575,71239309.26,12.327,0.4383,162529855.88,577911445.74,0.4172,6.1659,5.0749,28.1237,2.0793,0.1804,3202614067.71,2423485461.85
300997.SZ,欢乐家,,20250930,0.9792,-47.06,29.1998,41.059,1.3495,4097481.21,0.3933,0.3892,10526803.9,1041858284.24,0.0252,2.3224,0.6107,1.0104,1.0565,0.6044,1723716740.55,1015976341.28
002611.SZ,东方精工,SW1机械设备,20250930,9.7837,14.84,27.928,33.6376,2.0921,506265662.57,14.9371,0.937,540306549.88,3389312369.54,0.43,4.4822,6.3118,15.9415,1.548,0.3959,8560264060.48,5680800004.42
300426.SZ,华智数媒,SW1传媒,20250930,-285.6594,-381.02,-220.2118,94.6597,1.0481,-192490278.65,-174.821,0.5249,-366731382.61,110107078.12,-0.8253,0.3269,-21.3401,-333.0679,0.6106,0.0641,1718507464.08,91773560.03
002713.SZ,*ST东易,SW1建筑装饰,20250930,,542.88,37.8215,172.3956,0.2864,-74426571.32,-13.674,1.3832,-53808876.55,544292535.05,-0.14,-2.7774,-3.7874,-9.886,0.2765,0.3831,1420728217.35,-1028544871.38
300452.SZ,山河药辅,SW1医药生物,20250930,14.1941,-26.79,31.875,36.4464,4.5814,103081364.45,14.7999,0.7778,132537170.43,696502709.9,0.57,3.9788,8.1524,19.029,4.2293,0.4284,1625750853.66,1033223390.13
300049.SZ,福瑞医科,SW1医药生物,20250930,6.1255,10.59,75.2607,26.942,4.9972,212737356.54,19.3214,1.3132,161996666.5,1101043939.95,0.4253,7.191,5.0439,14.713,4.5129,0.3428,3211717822.34,2346416419.5
300895.SZ,铜牛信息,SW1计算机,20250930,-7.2044,6.32,-5.6335,14.5902,2.3665,-9637563.88,-6.1899,0.1544,-62408296.2,155696973.91,-0.4154,5.5576,-6.6365,-40.0832,1.9547,0.1656,940383902.03,803180033.95
002767.SZ,先锋电子,SW1电气设备,20250930,2.4753,173.34,34.2019,31.1022,2.5878,-3190264.97,-0.6671,-0.1472,21665871.34,478194340.69,0.1391,5.6738,1.7408,4.5308,2.2045,0.3842,1244617853.38,857514774.67
300550.SZ,和仁科技,SW1计算机,20250930,1.162,-4.17,47.3709,22.7251,3.5859,-18044754.09,-6.8492,-1.6139,11181082.62,263457858.19,0.0493,4.2545,0.7568,4.244,3.4814,0.1783,1477329697.78,1141605681.89
000670.SZ,盈方微,SW1电子,20250930,-115.4664,-16.1,2.8565,81.1944,0.9999,270439570.9,7.8555,-9.1766,-29470634.18,3442674016.46,-0.0531,0.0331,-1.4177,-0.856,0.759,1.6561,2078746221.67,390920881.72
300809.SZ,华辰装备,SW1机械设备,20250930,2.6628,-47.63,30.8976,25.7147,3.2862,98077613.1,27.6985,2.265,43301866.42,354090191.09,0.17,6.4936,1.952,12.229,2.5866,0.1596,2218316494.94,1647882171.87
002394.SZ,联发股份,SW1纺织服装,20250930,6.2533,39.11,18.6268,28.092,3.0182,563467526.07,18.9466,2.124,265290275.98,2973980077.03,0.8142,13.3567,4.3589,8.9204,2.1819,0.4886,6086197049.73,4376461647.35
301338.SZ,凯格精机,,20250930,7.9994,30.25,42.0445,41.2191,1.9324,84999407.88,10.9687,0.6911,122989510.3,774924360.12,1.14,14.7161,4.5619,15.8712,1.3169,0.2874,2696039074.33,1584755486.08
300698.SZ,万马科技,SW1通信,20250930,6.5565,-35.47,31.31,54.9513,1.3547,22351703.49,4.0125,0.6992,31967700.18,557054657.21,0.2439,3.842,2.8012,5.7387,1.2412,0.4881,1141233986.25,514110888.68
301018.SZ,申菱环境,,20250930,5.7873,6.62,23.1628,54.5195,1.5547,-4773326.45,-0.1904,-0.0309,154274664.97,2507601192.35,0.56,9.9728,2.6271,6.1523,1.1248,0.427,5872473511.85,2670827528.08
000698.SZ,ST沈化,SW1化工,20250930,6.227,-63.43,7.5865,71.5905,0.7093,459048748.81,11.4688,5.1638,88897204.85,4002592129.34,0.1085,1.8027,1.7095,2.221,0.6079,0.7697,5200138371.34,1477333350.9
001338.SZ,永顺泰,,20250930,,72.5,,13.3762,5.4163,,,,252953081.3,3220853735.91,0.5,7.4196,5.8861,7.8536,3.9706,0.7495,4297477191.96,3722639491.53
300283.SZ,温州宏丰,SW1电气设备,20250930,1.1775,-1100.35,9.9913,66.7991,1.0288,4916840.92,0.1813,-1.9684,-2497923.27,2711272087.05,0.03,2.3047,-0.0701,-0.0921,0.4804,0.7613,3561305334.91,1182386542.52
000809.SZ,和展能源,SW1房地产,20250930,-1.8514,11.43,-5.3627,7.8486,5.0187,-53842909.99,-52.4348,1.067,-50461746.48,102685506.12,-0.061,3.2379,-1.7346,-49.142,4.7207,0.0353,2909156119.56,2680828736.62
300670.SZ,大烨智能,SW1电气设备,20250930,-11.7207,-106.34,-2.6291,68.92,0.5199,50386882.1,24.5077,-0.7099,-70979863.31,205595714.13,-0.224,1.799,-3.8694,-34.524,0.4848,0.1121,1834412789.47,570135136.84
000550.SZ,江铃汽车,SW1汽车,20250930,6.6444,13.22,14.0427,65.3348,1.0965,201904797.0,0.7399,0.4426,456182866.0,27288525392.0,0.87,13.0406,1.5403,1.6717,0.9938,0.9214,29616572234.0,10266639959.0
300604.SZ,长川科技,SW1机械设备,20250930,22.7953,669.85,54.4813,51.2349,1.9487,85509190.66,2.2628,0.099,863754995.63,3778887661.52,1.3789,6.8191,8.9947,22.8574,1.0405,0.3935,9602881962.23,4682857604.82
002982.SZ,湘佳股份,SW1农林牧渔,20250930,1.3027,-168.79,13.9019,58.3273,1.3784,101222845.04,3.0937,5.4428,18597549.0,3271868900.74,0.11,7.8068,0.4362,0.5684,0.799,0.7675,4263173537.51,1776580833.49
000524.SZ,岭南控股,SW1休闲服务,20250930,2.8861,97.0,17.696,40.3147,1.7355,201530427.86,5.9038,2.8759,70075204.39,3413576541.81,0.1,3.3954,1.8192,2.0528,1.7259,0.8862,3851989724.75,2299069810.29
000895.SZ,双汇发展,SW1食品饮料,20250930,19.1498,-0.92,18.1802,49.6769,1.0707,5995465900.37,13.4269,1.4979,4002462833.02,44652698143.97,1.1426,5.8378,9.8479,8.9635,0.7883,1.0987,40642770592.82,20452704696.35
002028.SZ,思源电气,SW1电气设备,20250930,16.3324,29.61,32.3204,45.9417,1.8001,431552673.64,3.1211,0.19,2270902720.64,13826977185.8,2.81,18.5064,8.3315,16.4237,1.3912,0.5073,27256893256.09,14734604121.13
002545.SZ,东方铁塔,SW1化工,20250930,9.0287,-11.11,40.5312,32.4242,2.1761,1452721513.42,42.8227,1.7551,827715231.85,3392405946.71,0.6656,7.5909,5.9164,24.3991,1.8891,0.2425,13990118468.7,9453928052.1
300772.SZ,运达股份,SW1电气设备,20250930,4.0941,12.43,9.0845,86.1851,0.9111,39883740.75,0.2158,0.1584,251863052.5,18485995275.25,0.3203,8.3946,0.5151,1.3625,0.6366,0.3781,48896927687.92,6755061040.97
300369.SZ,绿盟科技,SW1计算机,20250930,-7.8401,-62.66,60.3702,43.9778,1.4926,69674734.35,5.4432,-0.3553,-196097394.63,1280026430.94,-0.2453,3.0716,-4.4757,-15.3198,1.4226,0.2922,4381380673.74,2454547737.49
000049.SZ,德赛电池,SW1电子,20250930,3.4078,-41.86,8.9583,61.8576,1.3783,692844643.58,4.3025,4.1432,167224345.76,16103490012.54,0.5866,17.3209,0.9639,1.0384,1.0547,0.9282,17348393666.09,6617087445.27
002531.SZ,天顺风能,SW1电气设备,20250930,0.7785,-73.95,19.0744,61.7143,1.0896,290354597.62,7.7998,2.0223,143576550.23,3722586352.01,0.0388,5.0,0.5447,3.8569,0.781,0.1412,26359144274.24,10091788102.24
000997.SZ,新 大 陆,SW1计算机,20250930,13.0738,10.29,35.7387,44.765,1.916,133611128.38,2.1398,0.1303,1025648112.83,6244211472.45,0.9113,7.0927,7.4179,16.4256,1.7251,0.4516,13826608918.82,7637133680.7
301186.SZ,超达装备,,20250930,7.2348,1.63,36.5205,29.9069,4.6304,81880030.45,14.467,0.7337,111599300.12,565978884.06,1.39,19.7644,4.8352,19.7179,3.7154,0.2452,2308068860.77,1617797430.43
300706.SZ,阿石创,SW1电子,20250930,-4.3188,-261.58,4.9271,64.8505,1.1061,-27880842.42,-2.5514,0.8849,-31505896.72,1092757319.55,-0.2,4.5813,-1.5065,-2.8832,0.6874,0.5225,2091301033.23,735081280.81
002880.SZ,卫光生物,SW1医药生物,20250930,6.9613,16.74,42.471,30.5649,2.9196,91120401.29,11.5211,0.5774,157817918.3,790899107.6,0.696,10.2466,4.6498,19.9542,0.8219,0.233,3394096344.18,2356692782.28
301501.SZ,恒鑫生活,,20250930,11.8873,,24.39,22.8058,2.4106,246500215.67,17.8091,1.2646,194925616.17,1384126665.53,1.3263,13.9572,7.0421,14.0829,1.9205,0.5,2768007209.75,2136740454.23
300381.SZ,溢多利,SW1医药生物,20250930,0.7001,2666.92,46.5095,8.9459,5.5628,56054193.54,9.1425,2.8763,19488498.12,613115388.1,0.0371,5.2719,0.6732,3.1786,4.6068,0.2118,2894808436.34,2635841981.39
301575.SZ,艾芬达,,20250930,9.1643,,26.7039,28.2899,3.3609,39964506.21,4.9636,0.4145,96405549.63,805157910.67,1.4431,15.8409,5.0354,11.9735,2.796,0.4205,1914555497.1,1372929554.33
000426.SZ,兴业银锡,SW1有色金属,20250930,15.9925,57.54,57.649,43.9354,0.5054,2741992001.13,66.8872,2.0255,1353709663.75,4099425888.9,0.7682,5.1578,7.7296,33.0219,0.4117,0.2341,17513385052.52,9818811059.56
002868.SZ,*ST绿康,SW1农林牧渔,20250930,,100.33,6.2524,107.5505,0.1453,87494879.7,21.3572,-1.0611,-82456614.79,409673441.45,-0.53,-0.6845,-5.9567,-20.1274,0.0609,0.296,1384264969.79,-104518755.21
002735.SZ,王子新材,SW1轻工制造,20250930,1.025,-207.88,15.3374,42.5199,1.5971,-36227818.39,-2.3131,-1.6336,22177339.41,1566234796.2,0.05,4.5299,0.673,1.416,1.2499,0.4753,3295517414.19,1894265111.49
300502.SZ,新易盛,SW1通信,20250930,55.3742,312.26,47.247,31.992,2.4627,4637420688.24,28.0974,0.7329,6327092507.84,16504791211.36,6.37,14.6121,29.6263,38.3349,1.4793,0.7728,21356332939.88,14524006786.77
300119.SZ,瑞普生物,SW1农林牧渔,20250930,7.9252,-35.96,41.9931,33.0371,2.0845,205880305.22,8.0917,0.5268,390791557.17,2544325031.33,0.7972,10.0551,5.0812,15.3593,1.7926,0.3308,7690888248.95,5150042761.65
002741.SZ,光华科技,SW1化工,20250930,4.8144,-52.4,13.9846,47.0932,1.3947,35238916.71,1.7237,0.3883,90747938.16,2044335743.7,0.1944,4.1348,2.4958,4.439,1.204,0.5622,3636074247.6,1923729398.92
301382.SZ,蜂助手,,20250930,7.4392,-6.56,19.0327,44.9599,1.7596,-116903903.11,-7.5365,-0.884,132248993.22,1551161650.16,0.4745,6.4864,3.9102,8.5258,1.7403,0.4586,3382113051.16,1861519908.1
300576.SZ,容大感光,SW1化工,20250930,6.4778,45.44,37.1668,17.5095,3.6463,102827146.27,13.129,1.0465,98258785.2,783207899.43,0.27,4.6196,4.7433,12.5457,3.2083,0.3781,2071546186.22,1708828726.16
000656.SZ,*ST金科,SW1房地产,20250930,,313.09,12.0291,115.2657,0.7241,-633120142.44,-11.1084,0.0566,-11179985467.75,5699478577.1,-1.02,-3.4685,-6.5649,-196.158,0.2643,0.0335,170300404900.47,-25997599676.28
300185.SZ,通裕重工,SW1电气设备,20250930,1.2185,-79.95,13.9348,53.3631,1.4356,144923461.72,3.0624,1.6804,86242720.98,4732361239.27,0.0217,1.7032,0.579,1.8224,0.8235,0.3177,14895339017.79,6946717396.35
301268.SZ,铭利达,,20250930,-2.0023,-246.85,10.7395,71.4624,0.9916,-62085837.76,-2.624,1.6738,-37093667.79,2366045801.41,-0.09,4.1984,-0.5876,-1.5677,0.6451,0.3748,6312262486.66,1801368112.58
300087.SZ,荃银高科,SW1农林牧渔,20250930,-9.7012,-58.14,12.0809,69.3299,1.3096,-198861807.39,-10.2831,0.7802,-254891246.58,1933877970.57,-0.19,1.8391,-3.3819,-13.1803,0.5868,0.2566,7537006748.55,2311608006.18
300959.SZ,线上线下,SW1通信,20250930,0.3052,35.59,11.1761,14.8261,5.2803,4397759.7,0.9362,0.9185,4788019.43,469759438.87,0.04,13.9579,0.3597,1.0192,5.2803,0.3529,1331061808.29,1133717042.47
301607.SZ,富特科技,,20250930,12.8023,,19.4892,67.1652,1.2558,-4157788.77,-0.1625,-0.0304,136959597.67,2559355798.34,0.88,7.3323,3.9462,5.3513,0.8392,0.7374,3470677887.77,1139588524.71
001896.SZ,豫能控股,SW1公用事业,20250930,8.7796,-80.25,13.4033,87.7817,0.5082,3249915675.67,37.5027,9.5196,341393186.88,8665823807.77,0.1886,2.2597,1.0735,3.9395,0.4715,0.2725,31802170957.24,3885694794.32
002637.SZ,赞宇科技,SW1化工,20250930,3.9985,174.22,6.7141,54.8189,0.9293,621806204.89,6.4266,4.8163,129105050.42,9675516607.65,0.33,8.0248,1.5381,1.3343,0.5896,1.1527,8393972696.98,3792490438.97
301280.SZ,珠城科技,,20250930,8.7696,22.62,22.8227,31.2507,2.7872,-9281399.67,-0.7064,-0.0547,169701351.7,1313965551.18,1.19,13.6451,6.0771,12.9152,2.4425,0.4705,2792450272.77,1919789640.38
000720.SZ,新能泰山,SW1公用事业,20250930,-0.1682,106.83,5.6113,52.8522,2.3721,532484588.52,51.8248,-214.1246,-2486797.34,1027471331.64,-0.0032,1.8764,-0.0477,-0.242,0.5769,0.1973,5208913992.84,2455886500.03
300400.SZ,劲拓股份,SW1机械设备,20250930,10.9387,130.1,34.8214,36.3723,2.3184,138808994.01,23.3052,1.6112,86155210.99,595613105.27,0.36,3.2191,7.0186,14.465,1.8243,0.4852,1227520466.13,781042743.37
300474.SZ,景嘉微,SW1国防军工,20250930,-1.033,-376.67,45.7276,10.3217,15.3179,-145214634.2,-29.3588,2.002,-72533449.76,494620173.26,-0.14,13.3412,-0.9329,-14.6645,13.7881,0.0636,7774875578.93,6972377226.81
002643.SZ,万润股份,SW1化工,20250930,4.3023,-56.53,39.196,26.2804,2.7214,981668430.64,34.7331,2.4869,394732012.85,2826316457.74,0.33,7.7995,3.6374,13.9663,1.4972,0.2604,10852138028.09,8000149685.74
300848.SZ,美瑞新材,SW1化工,20250930,4.0741,-19.94,13.6629,60.9297,1.2286,253261447.93,19.9044,4.9374,51294232.01,1272386099.72,0.14,3.6081,1.1413,4.0313,0.9753,0.2831,4494275363.35,1755928456.94
002258.SZ,利尔化学,SW1化工,20250930,4.9118,-61.1,18.4244,43.4681,1.2969,638346991.8,9.5147,1.4147,451212638.44,6709054995.28,0.4763,9.7428,2.7931,6.7254,0.9476,0.4153,16154293718.32,9132328254.8
301379.SZ,天山电子,,20250930,7.9136,-9.21,20.2465,34.5035,2.2087,14412623.13,1.0768,0.1291,111670113.99,1338432674.23,0.5714,7.13,5.1745,8.3433,1.7438,0.6202,2158102947.82,1413480925.31
002726.SZ,龙大美食,SW1食品饮料,20250930,-12.9285,-98.9,3.0067,73.5784,0.7955,-12888573.71,-0.169,0.06,-214670878.71,7625148042.32,-0.1692,1.0649,-3.9292,-2.8153,0.4215,1.3957,5463469692.97,1443534174.46
300511.SZ,雪榕生物,SW1农林牧渔,20250930,-5.2053,220.49,7.4125,62.5481,0.403,248156943.68,18.7298,-4.415,-56207159.98,1324930751.78,-0.11,2.3122,-1.5607,-4.2423,0.127,0.3679,3601440662.94,1348809354.54
300196.SZ,长海股份,SW1化工,20250930,5.483,-7.23,23.6947,36.3983,1.8414,207162024.22,8.7799,0.8058,257099061.84,2359498480.33,0.64,11.4066,3.4392,10.8963,1.6325,0.3156,7475596315.49,4754604985.42
301391.SZ,卡莱特,,20250930,0.6305,-90.45,44.3673,18.4117,6.9526,136364582.73,33.2998,10.1882,13384550.31,409505238.24,0.14,21.8456,0.5261,3.2685,6.0495,0.161,2544056680.23,2075653117.37
002349.SZ,精华制药,SW1医药生物,20250930,6.6686,-10.49,52.6592,11.2822,5.2272,224559700.16,20.5587,1.0716,209552451.74,1092285389.95,0.2148,3.2617,6.0081,19.1848,4.4637,0.3132,3487847864.98,3094343397.25
002752.SZ,昇兴股份,SW1轻工制造,20250930,6.3007,26.76,10.0256,57.9331,1.0935,545735626.84,10.764,2.5089,217516522.01,5069985198.35,0.22,3.5391,2.6323,4.2903,0.825,0.6135,8263512181.53,3476204322.57
000631.SZ,顺发恒能,SW1房地产,20250930,1.0237,-72.88,27.6079,21.6534,4.2849,73721314.62,19.9847,0.9603,76768752.69,368887857.99,0.03,2.4503,0.9992,20.8109,4.0357,0.048,7682649337.6,6019092688.11
300565.SZ,科信技术,SW1通信,20250930,-11.624,-7.86,21.0231,61.636,0.6565,-61811773.7,-14.4047,0.8559,-72216071.25,429109719.02,-0.28,2.2532,-5.244,-16.8293,0.5096,0.3116,1377118341.64,528317403.38
301293.SZ,三博脑科,,20250930,3.6079,36.74,24.8737,29.5748,1.3852,113775872.75,8.9359,1.424,79899155.21,1273244087.32,0.41,11.3472,2.1273,6.2752,1.2668,0.339,3755810144.8,2645036055.4
300413.SZ,芒果超媒,SW1传媒,20250930,4.4511,-61.31,26.9119,29.5527,1.5719,674318887.17,7.4402,0.6642,1015221978.61,9063127645.02,0.54,12.3788,3.0812,11.2017,1.405,0.2751,32948741859.63,23211486443.76
000733.SZ,振华科技,SW1电子,20250930,4.1488,-63.82,45.6673,18.2048,5.4197,642039895.43,16.3536,1.0302,623239018.09,3925980542.44,1.1245,27.5947,3.3339,15.8747,4.504,0.21,18694180705.24,15290948871.11
300008.SZ,天海防务,SW1国防军工,20250930,10.4551,35.89,20.5473,57.2637,1.4221,-141910216.72,-4.5078,-0.6102,232553485.72,3148128451.11,0.134,1.3522,4.2328,7.387,1.2561,0.573,5494082578.95,2347969307.15
